,0,1,2
534,1973,06/29/73,"['Bertha', 'Me And My Uncle', 'Sugaree', 'The Race Is On', 'Looks Like Rain', ""Don't Ease Me In"", 'Big River', 'Row Jimmy', 'Loose Lucy', 'China Cat Sunflower', 'I Know You Rider', 'Jack Straw', 'Deal', ""Playin' In The Band"", 'Mississippi Half-Step', 'El Paso', 'Brown-Eyed Women', 'Promised Land', ""He's Gone"", ""Truckin'"", 'The Other One', 'Morning Dew', 'Around And Around', 'Casey Jones']"
535,1973,06/30/73,"['Promised Land', 'They Love Each Other', 'Mexicali Blues', 'Tennessee Jed', 'Looks Like Rain', 'Bird Song', 'Cumberland Blues', 'Row Jimmy', 'Jack Straw', 'Deal', 'Beat It On Down The Line', 'Black Peter', ""Playin' In The Band"", 'Greatest Story Ever Told', 'Ramble On Rose', 'El Paso', 'Dark Star', 'Eyes Of The World', 'Stella Blue', 'Sugar Magnolia', 'One More Saturday Night']"
536,1973,07/01/73,"['Mississippi Half-Step', 'Me And My Uncle', 'Sugaree', 'The Race Is On', 'Brown-Eyed Women', 'Looks Like Rain', ""Don't Ease Me In"", 'Big River', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', ""Playin' In The Band"", 'Row Jimmy', 'El Paso', 'Loose Lucy', ""Truckin'"", 'The Other One', 'Wharf Rat', 'Me And Bobby McGee', 'Casey Jones']"
537,1973,07/27/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'Bird Song', 'Big River', 'Tennessee Jed', 'Mississippi Half-Step', 'Me And My Uncle', 'Jam', 'Wharf Rat', 'Around And Around']"
538,1973,07/28/73,"['Bertha', 'Beat It On Down The Line', 'Brown-Eyed Women', 'Mexicali Blues', 'Box Of Rain', 'Here Comes Sunshine', 'Looks Like Rain', 'Row Jimmy', 'Jack Straw', 'Deal', ""Playin' In The Band"", 'Around And Around', 'Loose Lucy', 'Big River', ""He's Gone"", ""Truckin'"", ""Nobody's Jam"", 'El Paso', 'China Cat Sunflower', 'I Know You Rider', 'Stella Blue', 'Eyes Of The World', 'Sugar Magnolia', 'Sing Me Back Home', 'Not Fade Away', 'Mountain Jam', 'Johnny B. Goode']"
539,1973,07/31/73,"['Ramble On Rose', 'Me And My Uncle', ""Don't Ease Me In"", 'Beat It On Down The Line', 'Brown-Eyed Women', 'Mexicali Blues', 'Loser', 'Jack Straw', 'They Love Each Other', 'Looks Like Rain', 'Tennessee Jed', 'El Paso', 'China Cat Sunflower', 'I Know You Rider', ""Playin' In The Band"", 'Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Black Peter', 'Big River', 'Loose Lucy', 'Me And Bobby McGee', ""Truckin'"", 'The Other One', ""Goin' Down The Road Feeling Bad"", 'Johnny B. Goode']"
540,1973,08/01/73,"['Promised Land', 'Sugaree', 'The Race Is On', ""You Ain't Woman Enough"", 'Bird Song', 'Mexicali Blues', 'They Love Each Other', 'Jack Straw', 'Stella Blue', 'Big River', 'Casey Jones', 'Around And Around', 'Mississippi Half-Step', 'Me And My Uncle', 'Row Jimmy', 'Dark Star', 'El Paso', 'Eyes Of The World', 'Morning Dew', 'Sugar Magnolia', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night']"
541,1973,09/07/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'They Love Each Other', 'Jack Straw', 'Row Jimmy', 'Looks Like Rain', 'Deal', 'El Paso', 'Bird Song', ""Playin' In The Band"", 'Here Comes Sunshine', 'Me And My Uncle', 'Loser', 'Let It Grow', 'Stella Blue', ""Truckin'"", 'Drums', 'The Other One', 'Eyes Of The World', 'Sugar Magnolia', 'Around And Around']"
542,1973,09/08/73,"['Bertha', 'Me And My Uncle', 'Sugaree', 'Beat It On Down The Line', 'Tennessee Jed', 'Looks Like Rain', 'Brown-Eyed Women', 'Jack Straw', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Eyes Of The World', 'China Doll', 'Greatest Story Ever Told', 'Ramble On Rose', 'Big River', 'Let Me Sing Your Blues Away', 'China Cat Sunflower', 'Jam', 'I Know You Rider', 'El Paso', ""He's Gone"", ""Truckin'"", 'Not Fade Away', ""Goin' Down The Road Feeling Bad"", 'Not Fade Away', 'Stella Blue', 'One More Saturday Night']"
543,1973,09/11/73,"['Promised Land', 'Sugaree', 'The Race Is On', 'Loser', 'Looks Like Rain', 'Tennessee Jed', 'Jack Straw', 'China Cat Sunflower', 'I Know You Rider', 'El Paso', 'Mississippi Half-Step', ""Playin' In The Band"", 'Let Me Sing Your Blues Away', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Row Jimmy', 'Big River', 'Deal', 'Beat It On Down The Line', 'Dark Star', 'Morning Dew', 'Sugar Magnolia']"
544,1973,09/12/73,"['Bertha', 'Mexicali Blues', 'Brown-Eyed Women', 'El Paso', ""Don't Ease Me In"", 'Looks Like Rain', 'Here Comes Sunshine', 'Ramble On Rose', 'Me And My Uncle', 'Bird Song', 'Jack Straw', 'Loser', 'Big River', 'Loose Lucy', 'Row Jimmy', 'Let Me Sing Your Blues Away', 'Around And Around', 'Eyes Of The World', 'Stella Blue', 'Beat It On Down The Line', 'Casey Jones', 'One More Saturday Night']"
545,1973,09/15/73,"['Beat It On Down The Line', 'Sugaree', 'Greatest Story Ever Told', 'Brown-Eyed Women', 'Me And My Uncle', 'Ramble On Rose', 'Looks Like Rain', 'Deal', 'Jack Straw', 'Tennessee Jed', 'El Paso', 'Bird Song', ""Playin' In The Band"", 'Mississippi Half-Step', 'Big River', 'Row Jimmy', ""Truckin'"", 'Drums', 'Eyes Of The World', 'Let Me Sing Your Blues Away', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Stella Blue', 'Sugar Magnolia', 'One More Saturday Night']"
546,1973,09/17/73,"['Tennessee Jed', 'Me And My Uncle', 'They Love Each Other', 'Beat It On Down The Line', 'Sugaree', 'Mexicali Blues', 'Loser', 'Looks Like Rain', 'Row Jimmy', 'Jack Straw', 'Loose Lucy', ""You Ain't Woman Enough"", 'Casey Jones', 'Mississippi Half-Step', 'Let Me Sing Your Blues Away', ""Truckin'"", 'Eyes Of The World', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Stella Blue', 'Sugar Magnolia']"
547,1973,09/20/73,"['Promised Land', 'Tennessee Jed', 'Mexicali Blues', 'They Love Each Other', 'Looks Like Rain', 'Loser', 'Beat It On Down The Line', 'China Cat Sunflower', 'I Know You Rider', 'El Paso', 'Row Jimmy', 'Greatest Story Ever Told', 'Deal', 'Around And Around', ""Truckin'"", 'Eyes Of The World', 'Stella Blue', 'Sugar Magnolia']"
548,1973,09/21/73,"['Big Railroad Blues', 'Me And My Uncle', 'Brown-Eyed Women', 'Beat It On Down The Line', 'Sugaree', 'Big River', 'Here Comes Sunshine', 'El Paso', 'Loose Lucy', 'Jack Straw', 'Black Peter', ""Playin' In The Band"", 'Let Me Sing Your Blues Away', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""He's Gone"", ""Truckin'"", 'The Other One', 'Wharf Rat', 'Row Jimmy', 'Casey Jones', 'One More Saturday Night']"
549,1973,09/24/73,"['Promised Land', 'Sugaree', 'Jack Straw', 'They Love Each Other', 'Mexicali Blues', 'Loose Lucy', 'Looks Like Rain', 'Row Jimmy', 'Big River', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', 'Ramble On Rose', 'El Paso', 'Mississippi Half-Step', 'Greatest Story Ever Told', 'China Doll', ""Truckin'"", ""Nobody's Fault But Mine"", 'Eyes Of The World', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Sugar Magnolia']"
550,1973,09/26/73,"['Here Comes Sunshine', 'Beat It On Down The Line', 'Deal', 'Looks Like Rain', 'Tennessee Jed', 'Mexicali Blues', 'Loser', 'Big River', 'Brown-Eyed Women', 'The Race Is On', 'Row Jimmy', 'El Paso', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', ""Playin' In The Band"", 'Sing Me Back Home', 'Me And My Uncle', ""He's Gone"", ""Truckin'"", 'Eyes Of The World', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Sugar Magnolia', 'One More Saturday Night']"
551,1973,10/19/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'Tennessee Jed', 'Looks Like Rain', ""Don't Ease Me In"", 'Jack Straw', 'They Love Each Other', 'El Paso', 'Row Jimmy', ""Playin' In The Band"", 'China Cat Sunflower', 'I Know You Rider', 'Me And My Uncle', 'Mississippi Half-Step', 'Big River', 'Dark Star', 'Mind Left Body Jam', 'Morning Dew', 'Sugar Magnolia', 'Eyes Of The World', 'Stella Blue', 'Johnny B. Goode']"
552,1973,10/21/73,"['Here Comes Sunshine', 'Beat It On Down The Line', 'Loser', 'Black Throated Wind', 'They Love Each Other', 'Cumberland Blues', 'El Paso', ""You Ain't Woman Enough"", 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""Playin' In The Band"", 'Mississippi Half-Step', 'Big River', ""Playin' In The Band"", ""He's Gone"", ""Truckin'"", 'Wharf Rat', 'Sugar Magnolia', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night']"
553,1973,10/23/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'They Love Each Other', 'Me And Bobby McGee', 'Deal', 'Black Throated Wind', 'Brown-Eyed Women', 'Beat It On Down The Line', 'Brokedown Palace', 'Jack Straw', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', 'Mississippi Half-Step', 'Big River', 'Row Jimmy', 'Me And My Uncle', 'Ramble On Rose', 'El Paso', 'Loose Lucy', ""Truckin'"", 'The Other One', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Sugar Magnolia', 'Casey Jones']"
554,1973,10/25/73,"['Bertha', 'Big River', 'Here Comes Sunshine', 'Black Throated Wind', 'They Love Each Other', 'Mexicali Blues', 'Tennessee Jed', 'Looks Like Rain', 'Deal', 'El Paso', 'Row Jimmy', ""Playin' In The Band"", 'China Cat Sunflower', 'I Know You Rider', 'Me And My Uncle', 'Dark Star', 'Mind Left Body Jam', 'Dark Star Jam', 'Eyes Of The World', 'Stella Blue', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night', ""Uncle John's Band""]"
555,1973,10/27/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'Loser', 'Black Throated Wind', 'They Love Each Other', 'Jack Straw', 'Ramble On Rose', 'El Paso', 'Brown-Eyed Women', 'Greatest Story Ever Told', 'Loose Lucy', 'Beat It On Down The Line', 'China Cat Sunflower', 'I Know You Rider', 'Me And My Uncle', 'Bertha', 'Me And Bobby McGee', 'Tennessee Jed', ""Playin' In The Band"", 'Mississippi Half-Step', 'Big River', ""Playin' In The Band"", ""He's Gone"", ""Truckin'"", ""Nobody's Jam"", 'Wharf Rat', 'Stella Blue', 'Sugar Magnolia', ""Uncle John's Band""]"
556,1973,10/29/73,"['Cold Rain And Snow', 'Beat It On Down The Line', 'Brown-Eyed Women', 'Mexicali Blues', ""Don't Ease Me In"", 'Black Throated Wind', 'Tennessee Jed', 'The Race Is On', 'Row Jimmy', 'El Paso', 'Eyes Of The World', 'China Doll', 'Around And Around', 'Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Loser', 'Big River', 'Brokedown Palace', ""Truckin'"", 'The Other One', 'Wharf Rat', 'Sugar Magnolia', 'Casey Jones']"
557,1973,10/30/73,"['Here Comes Sunshine', 'Me And My Uncle', 'Ramble On Rose', 'Looks Like Rain', 'Deal', 'Mexicali Blues', 'They Love Each Other', 'El Paso', 'Row Jimmy', 'Jack Straw', 'China Cat Sunflower', 'I Know You Rider', ""Playin' In The Band"", 'Mississippi Half-Step', 'Big River', 'Dark Star', 'Stella Blue', 'Eyes Of The World', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""Goin' Down The Road Feeling Bad"", 'Johnny B. Goode', 'One More Saturday Night']"
558,1973,11/01/73,"['The Promised Land', 'Sugaree', 'Me And Bobby McGee', 'Brown-Eyed Women', 'Black Throated Wind', 'China Cat Sunflower', 'I Know You Rider', 'Mexicali Blues', 'Brokedown Palace', 'Beat It On Down The Line', 'Loose Lucy', 'El Paso', 'They Love Each Other', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Set 2:Morning Dew', ""Playin' In The Band"", ""Uncle John's Band"", ""Playin' In The Band"", 'Mississippi Half-Step', ""He's Gone"", ""Truckin'"", 'Wharf Rat', 'Sugar Magnolia']"
559,1973,11/09/73,"['Promised Land', ""Don't Ease Me In"", 'Black Throated Wind', 'Ramble On Rose', 'Mexicali Blues', 'Brown-Eyed Women', 'Beat It On Down The Line', 'To Lay Me Down', 'The Race Is On', 'They Love Each Other', 'Me And Bobby McGee', 'Tennessee Jed', 'Big River', 'Row Jimmy', 'China Cat Sunflower', 'I Know You Rider', ""Playin' In The Band"", 'Here Comes Sunshine', 'Me And My Uncle', 'Mississippi Half-Step', 'Greatest Story Ever Told', 'Bertha', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Eyes Of The World', 'China Doll', 'Around And Around', ""Goin' Down The Road Feeling Bad"", 'Johnny B. Goode', ""Uncle John's Band""]"
560,1973,11/10/73,"['Bertha', 'Jack Straw', 'Loser', 'Looks Like Rain', 'Deal', 'Mexicali Blues', 'Tennessee Jed', 'El Paso', 'Brokedown Palace', 'Beat It On Down The Line', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""Playin' In The Band"", ""Uncle John's Band"", 'Morning Dew', ""Uncle John's Band"", ""Playin' In The Band"", 'Big River', 'Stella Blue', ""Truckin'"", 'Wharf Rat', 'Sugar Magnolia', 'One More Saturday Night', 'Casey Jones']"
561,1973,11/11/73,"['Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Sugaree', 'Black Throated Wind', 'To Lay Me Down', 'El Paso', 'Ramble On Rose', 'Me And Bobby McGee', 'China Cat Sunflower', 'I Know You Rider', 'Me And My Uncle', 'Loose Lucy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Mississippi Half-Step', 'Big River', 'Dark Star', 'Mind Left Body Jam', 'Eyes Of The World', 'China Doll', 'Sugar Magnolia', ""Uncle John's Band"", 'Johnny B. Goode', 'And We Bid You Goodnight']"
562,1973,11/14/73,"['Big Railroad Blues', 'Jack Straw', 'Sugaree', 'Mexicali Blues', 'Here Comes Sunshine', 'Black Throated Wind', 'Cumberland Blues', 'Row Jimmy', 'The Race Is On', 'Brown-Eyed Women', 'Beat It On Down The Line', 'Tennessee Jed', 'El Paso', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', ""Truckin'"", 'The Other One', 'Big River', 'The Other One', 'Eyes Of The World', 'The Other One', 'Wharf Rat', 'Me And My Uncle', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night']"
563,1973,11/17/73,"['Me And My Uncle', 'Here Comes Sunshine', 'Looks Like Rain', 'Deal', 'Mexicali Blues', 'Tennessee Jed', 'The Race Is On', 'China Cat Sunflower', 'I Know You Rider', 'Big River', 'Brown-Eyed Women', 'Around And Around', 'Row Jimmy', 'Jack Straw', 'Ramble On Rose', ""Playin' In The Band"", ""Uncle John's Band"", 'Morning Dew', ""Uncle John's Band"", ""Playin' In The Band"", 'Stella Blue', 'El Paso', 'Eyes Of The World', 'Sugar Magnolia', 'Casey Jones']"
564,1973,11/20/73,"['Ramble On Rose', 'Mexicali Blues', ""Don't Ease Me In"", 'Black Throated Wind', 'To Lay Me Down', 'The Race Is On', 'They Love Each Other', 'Me And Bobby McGee', 'Tennessee Jed', 'Big River', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Casey Jones', 'Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Mississippi Half-Step', 'Dire Wolf', 'Looks Like Rain', 'China Cat Sunflower', 'I Know You Rider', ""Truckin'"", 'The Other One', 'Mind Left Body Jam', 'Stella Blue', 'Sugar Magnolia', ""Uncle John's Band""]"
565,1973,11/21/73,"['Me And My Uncle', 'Sugaree', 'Jack Straw', 'Dire Wolf', 'Black Throated Wind', 'Big Railroad Blues', 'Mexican Hat Dance Tuning', 'Mexicali Blues', 'They Love Each Other', 'Looks Like Rain', 'Here Comes Sunshine', 'Big River', 'Brokedown Palace', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Mississippi Half-Step', ""Playin' In The Band"", 'El Paso', ""Playin' In The Band"", 'Wharf Rat', ""Playin' In The Band"", 'Morning Dew', ""Truckin'"", ""Nobody's Fault But Mine"", ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night', ""Uncle John's Band""]"
566,1973,11/23/73,"['Bertha', 'Mexicali Blues', 'Deal', 'Looks Like Rain', ""Don't Ease Me In"", 'The Race Is On', 'Loser', 'Jack Straw', 'China Cat Sunflower', 'I Know You Rider', 'El Paso', 'Tennessee Jed', 'Big River', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Greatest Story Ever Told', 'Sugaree', 'Me And Bobby McGee', ""He's Gone"", ""Truckin'"", 'The Other One', 'Space', 'Me And My Uncle', 'Eyes Of The World', 'Around And Around', ""Goin' Down The Road Feeling Bad"", 'Casey Jones', 'Johnny B. Goode']"
567,1973,11/25/73,"['Promised Land', 'Sugaree', 'Beat It On Down The Line', ""Don't Ease Me In"", 'Black Throated Wind', 'Tennessee Jed', 'Mexicali Blues', 'China Cat Sunflower', 'I Know You Rider', 'Big River', 'Row Jimmy', 'Me And My Uncle', 'Brown-Eyed Women', ""Playin' In The Band"", 'Eyes Of The World', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Casey Jones', 'Sugar Magnolia', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night', 'And We Bid You Goodnight']"
568,1973,11/30/73,"['Morning Dew', 'Mexicali Blues', 'Dire Wolf', 'Beat It On Down The Line', 'Brown-Eyed Women', 'Black Throated Wind', ""Don't Ease Me In"", 'El Paso', 'They Love Each Other', 'Big River', 'Loser', ""Playin' In The Band"", 'Bertha', 'Promised Land', 'Row Jimmy', 'Jack Straw', 'Here Comes Sunshine', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Dark Star', 'Eyes Of The World', 'Sugar Magnolia']"
569,1973,12/01/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'Tennessee Jed', 'Looks Like Rain', 'China Cat Sunflower', 'I Know You Rider', 'Big River', 'Brokedown Palace', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Casey Jones', 'Around And Around', 'They Love Each Other', 'Me And My Uncle', ""Don't Ease Me In"", 'Me And Bobby McGee', 'Mississippi Half-Step', ""Playin' In The Band"", ""Uncle John's Band"", ""Playin' In The Band"", 'Row Jimmy', 'Greatest Story Ever Told', 'Not Fade Away', ""Goin' Down The Road Feeling Bad""]"
570,1973,12/02/73,"['Cold Rain And Snow', 'Beat It On Down The Line', 'Dire Wolf', 'The Race Is On', 'Brown-Eyed Women', 'Jack Straw', 'Ramble On Rose', 'El Paso', 'Row Jimmy', 'Big River', 'Deal', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Wharf Rat', 'Mississippi Half-Step', ""Playin' In The Band"", 'Mind Left Body Jam', ""He's Gone"", ""Truckin'"", 'Stella Blue', 'Sugar Magnolia', 'Morning Dew']"
571,1973,12/04/73,"['Johnny B. Goode', 'Sugaree', 'Me And My Uncle', 'China Cat Sunflower', 'I Know You Rider', 'El Paso', 'Deal', 'Big River', 'Tennessee Jed', ""Truckin'"", 'Stella Blue', 'Around And Around', 'Eyes Of The World', 'Sugar Magnolia', ""Goin' Down The Road Feeling Bad"", 'Casey Jones', 'One More Saturday Night']"
572,1973,12/06/73,"['Bertha', 'Mexicali Blues', 'Loser', 'Black Throated Wind', 'They Love Each Other', 'Beat It On Down The Line', 'Deal', 'El Paso', 'Row Jimmy', 'Greatest Story Ever Told', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', 'Ramble On Rose', 'Me And My Uncle', 'Here Comes Sunshine', 'Big River', 'Dark Star', 'Eyes Of The World', 'Stella Blue', 'Sugar Magnolia']"
573,1973,12/08/73,"['Me And My Uncle', 'Sugaree', 'Mexicali Blues', 'Dire Wolf', 'Black Throated Wind', 'They Love Each Other', 'Me And Bobby McGee', ""Don't Ease Me In"", 'The Race Is On', 'Brown-Eyed Women', 'Big River', 'Candyman', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'China Cat Sunflower', 'I Know You Rider', 'Around And Around', 'Ramble On Rose', 'El Paso', 'Row Jimmy', 'Greatest Story Ever Told', 'Bertha', ""He's Gone"", ""Truckin'"", ""Nobody's Fault But Mine"", 'The Other One', 'Wharf Rat', 'Stella Blue', 'Johnny B. Goode', ""Uncle John's Band"", 'One More Saturday Night']"
574,1973,12/10/73,['Casey Jones']
575,1973,12/12/73,"['The Promised Land', 'Sugaree', 'Mexicali Blues', 'Tennessee Jed', 'Jack Straw', ""Don't Ease Me In"", 'Looks Like Rain', 'They Love Each Other', 'El Paso', 'Peggy-O', 'Beat It On Down The Line', 'Brown-Eyed Women', 'Big River', 'Deal', ""Playin' In The Band"", 'Mississippi Half-Step', 'Me And Bobby McGee', 'China Cat Sunflower', 'I Know You Rider', 'Greatest Story Ever Told', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Wharf Rat', 'Me And My Uncle', 'Eyes Of The World', 'Morning Dew', 'Sugar Magnolia', 'Casey Jones']"
576,1973,12/18/73,"['Tennessee Jed', 'Me And My Uncle', ""Don't Ease Me In"", 'Looks Like Rain', 'They Love Each Other', 'Me And Bobby McGee', 'Brown-Eyed Women', 'Beat It On Down The Line', 'Peggy-O', 'El Paso', 'Deal', 'Jack Straw', 'China Cat Sunflower', 'I Know You Rider', 'Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Dark Star', 'Drums', 'Eyes Of The World', 'Wharf Rat', 'Sugar Magnolia', ""Uncle John's Band""]"
577,1973,12/19/73,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'Sugar Shack', 'Dire Wolf', 'Black Throated Wind', 'Candyman', 'Jack Straw', 'Big Railroad Blues', 'Big River', 'Here Comes Sunshine', 'El Paso', 'Ramble On Rose', ""Playin' In The Band"", 'Mississippi Half-Step', 'Me And Bobby McGee', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""He's Gone"", ""Truckin'"", ""Nobody's Fault But Mine"", 'The Other One', 'Stella Blue', 'Around And Around', 'Casey Jones']"
578,1974,02/22/74,"['U.S. Blues', 'Beat It On Down The Line', 'Brown-Eyed Women', 'Mexicali Blues', 'It Must Have Been The Roses', 'Black Throated Wind', 'They Love Each Other', 'Big River', 'Loose Lucy', 'El Paso', 'Row Jimmy', ""Playin' In The Band"", 'Tennessee Jed', 'Me And My Uncle', 'Ship Of Fools', 'The Race Is On', 'China Cat Sunflower', 'I Know You Rider', ""Truckin'"", ""Nobody's Fault But Mine"", ""Goin' Down The Road Feeling Bad"", 'Mississippi Half-Step', 'Promised Land', 'Brokedown Palace', 'Jack Straw', 'Eyes Of The World', 'China Doll', 'Wharf Rat', 'Sugar Magnolia', ""Uncle John's Band""]"
579,1974,02/23/74,"['Around And Around', 'Dire Wolf', 'Me And Bobby McGee', 'Sugaree', 'Mexicali Blues', 'Here Comes Sunshine', 'Beat It On Down The Line', 'Ship Of Fools', 'Jack Straw', 'Deal', 'Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Stella Blue', 'Big River', 'Ramble On Rose', 'Me And My Uncle', ""He's Gone"", ""Truckin'"", 'Drums', 'The Other One', 'Eyes Of The World', 'One More Saturday Night', 'Casey Jones', 'Johnny B. Goode', 'And We Bid You Goodnight']"
580,1974,02/24/74,"['U.S. Blues', 'Mexicali Blues', 'Brown-Eyed Women', 'Beat It On Down The Line', 'Candyman', 'Jack Straw', 'China Cat Sunflower', 'I Know You Rider', 'El Paso', 'Loser', ""Playin' In The Band"", 'Cumberland Blues', 'It Must Have Been The Roses', 'Big River', 'Bertha', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Row Jimmy', 'Ship Of Fools', 'Promised Land', 'Dark Star', 'Morning Dew', 'Sugar Magnolia', 'Not Fade Away', ""Goin' Down The Road Feeling Bad"", 'Not Fade Away', 'Baby Blue']"
581,1974,03/23/74,"['U.S. Blues', 'Promised Land', 'Brown-Eyed Women', 'Mexicali Blues', 'Tennessee Jed', 'Black Throated Wind', 'Scarlet Begonias', 'Beat It On Down The Line', 'It Must Have Been The Roses', 'El Paso', 'Deal', 'Cassidy', 'China Cat Sunflower', 'I Know You Rider', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', ""Playin' In The Band"", ""Uncle John's Band"", 'Morning Dew', ""Uncle John's Band"", ""Playin' In The Band"", 'Ship Of Fools', 'Big River', 'Ramble On Rose', 'Me And My Uncle', 'Bertha', 'Around And Around', 'Wharf Rat', 'Sugar Magnolia', 'Casey Jones', 'One More Saturday Night']"
582,1974,05/12/74,"['Promised Land', 'Sugaree', 'Mexicali Blues', 'Tennessee Jed', 'Jack Straw', 'Brown-Eyed Women', 'Beat It On Down The Line', 'China Cat Sunflower', 'I Know You Rider', 'Set 2:El Paso', 'U.S. Blues', 'Greatest Story Ever Told', 'It Must Have Been The Roses', 'Me And Bobby McGee', 'Deal', 'Around And Around', 'Mississippi Half-Step', ""Set 3:Truckin'"", ""Nobody's Fault But Mine Jam"", 'The Other One', 'Mind Left Body Jam', 'Row Jimmy', 'Big River', 'Ship Of Fools', 'Sugar Magnolia']"
583,1974,05/14/74,"['Bertha', 'Me And My Uncle', 'Loser', 'Black Throated Wind', 'Scarlet Begonias', 'It Must Have Been The Roses', 'Jack Straw', 'Tennessee Jed', 'Mexicali Blues', 'Deal', 'Big River', 'Brown-Eyed Women', ""Playin' In The Band"", 'U.S. Blues', 'El Paso', 'Row Jimmy', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Dark Star', 'China Doll', 'Promised Land', 'Not Fade Away', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night']"
584,1974,05/17/74,"['Promised Land', 'Deal', 'The Race Is On', 'Ramble On Rose', 'Jack Straw', 'Dire Wolf', 'Beat It On Down The Line', 'Loose Lucy', 'Big River', 'It Must Have Been The Roses', 'Mexicali Blues', 'Row Jimmy', ""Playin' In The Band"", 'U.S. Blues', 'Me And My Uncle', 'Ship Of Fools', 'Money Money', 'China Cat Sunflower', 'I Know You Rider', 'Greatest Story Ever Told', 'Sugaree', ""Truckin'"", ""Nobody's Fault But Mine"", 'Eyes Of The World', 'China Doll', 'Sugar Magnolia']"
585,1974,05/19/74,"['Mississippi Half-Step', 'Mexicali Blues', 'Big Railroad Blues', 'Black Throated Wind', 'Scarlet Begonias', 'Beat It On Down The Line', 'Tennessee Jed', 'Me And Bobby McGee', 'Sugaree', 'Jack Straw', 'It Must Have Been The Roses', 'El Paso', 'Loose Lucy', 'Money Money', 'China Cat Sunflower', 'I Know You Rider', 'Promised Land', 'Bertha', 'Greatest Story Ever Told', 'Ship Of Fools', 'WRS Prelude', 'WRS Part 1', 'Let It Grow', 'Wharf Rat', 'Big River', 'Peggy-O', ""Truckin'"", 'Heaven Help Jam', 'Not Fade Away', ""Goin' Down The Road Feeling Bad"", 'One More Saturday Night', 'U.S. Blues']"
